step_id,ds_id,step_no,action_ru,input_fd_ids,tool_ids,vessel_ids,duration,heat,result_state,source_refs,confidence,status
st_rst000280,ds_porridge_millet_groats_medium_milk,6,Добавить компонент: Коровье молоко; количество зависит от достатка и доступности.,"[""fd_milk_cow""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000280""]",C,candidate
st_rst000281,ds_porridge_millet_groats_medium_milk,7,Добавить молоком и довести до готового состояния.,"[""fd_millet_groats""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000281""]",C,candidate
st_rst000282,ds_porridge_millet_groats_medium_butter,1,Перебрать сырьё и удалить явные примеси.,"[""fd_millet_groats""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000282""]",C,candidate
st_rst000283,ds_porridge_millet_groats_medium_butter,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""fd_millet_groats""]",[],"[""POT0021""]",1–5 min,none,washed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000283""]",C,candidate
st_rst000284,ds_porridge_millet_groats_medium_butter,3,Залить водой в керамическом сосуде.,"[""fd_millet_groats"", ""fd_water_well""]",[],"[""POT0021""]",1–3 min,none,soaked,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000284""]",C,candidate
st_rst000285,ds_porridge_millet_groats_medium_butter,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""fd_millet_groats"", ""fd_water_well""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000285""]",C,candidate
st_rst000286,ds_porridge_millet_groats_medium_butter,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""fd_millet_groats"", ""fd_water_well""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000286""]",C,candidate
st_rst000287,ds_porridge_millet_groats_medium_butter,6,Добавить компонент: Сливочное масло; количество зависит от достатка и доступности.,"[""fd_butter_fresh""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000287""]",C,candidate
st_rst000288,ds_porridge_millet_groats_medium_butter,7,Добавить маслом и довести до готового состояния.,"[""fd_millet_groats""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000288""]",C,candidate
st_rst000289,ds_porridge_millet_groats_medium_honey,1,Перебрать сырьё и удалить явные примеси.,"[""fd_millet_groats""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000289""]",C,candidate
st_rst000290,ds_porridge_millet_groats_medium_honey,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""fd_millet_groats""]",[],"[""POT0021""]",1–5 min,none,washed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000290""]",C,candidate
st_rst000291,ds_porridge_millet_groats_medium_honey,3,Залить водой в керамическом сосуде.,"[""fd_millet_groats"", ""fd_water_well""]",[],"[""POT0021""]",1–3 min,none,soaked,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000291""]",C,candidate
st_rst000292,ds_porridge_millet_groats_medium_honey,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""fd_millet_groats"", ""fd_water_well""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000292""]",C,candidate
st_rst000293,ds_porridge_millet_groats_medium_honey,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""fd_millet_groats"", ""fd_water_well""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000293""]",C,candidate
st_rst000294,ds_porridge_millet_groats_medium_honey,6,Добавить компонент: Мёд жидкий; количество зависит от достатка и доступности.,"[""fd_honey_liquid""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000294""]",C,candidate
st_rst000295,ds_porridge_millet_groats_medium_honey,7,Добавить мёдом и довести до готового состояния.,"[""fd_millet_groats""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000295""]",C,candidate
st_rst000296,ds_porridge_millet_groats_medium_berries,1,Перебрать сырьё и удалить явные примеси.,"[""fd_millet_groats""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000296""]",C,candidate
st_rst000297,ds_porridge_millet_groats_medium_berries,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""fd_millet_groats""]",[],"[""POT0021""]",1–5 min,none,washed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000297""]",C,candidate
st_rst000298,ds_porridge_millet_groats_medium_berries,3,Залить водой в керамическом сосуде.,"[""fd_millet_groats"", ""fd_water_well""]",[],"[""POT0021""]",1–3 min,none,soaked,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000298""]",C,candidate
st_rst000299,ds_porridge_millet_groats_medium_berries,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""fd_millet_groats"", ""fd_water_well""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000299""]",C,candidate
st_rst000300,ds_porridge_millet_groats_medium_berries,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""fd_millet_groats"", ""fd_water_well""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000300""]",C,candidate
st_rst000301,ds_porridge_millet_groats_medium_berries,6,"Добавить компонент: Свежие лесные ягоды, смешанная категория; количество зависит от достатка и доступности.","[""fd_forest_berries_generic""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000301""]",C,candidate
st_rst000302,ds_porridge_millet_groats_medium_berries,7,Добавить ягодами и довести до готового состояния.,"[""fd_millet_groats""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000302""]",C,candidate
st_rst000303,ds_porridge_millet_groats_medium_onion,1,Перебрать сырьё и удалить явные примеси.,"[""fd_millet_groats""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000303""]",C,candidate
st_rst000304,ds_porridge_millet_groats_medium_onion,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""fd_millet_groats""]",[],"[""POT0021""]",1–5 min,none,washed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000304""]",C,candidate
st_rst000305,ds_porridge_millet_groats_medium_onion,3,Залить водой в керамическом сосуде.,"[""fd_millet_groats"", ""fd_water_well""]",[],"[""POT0021""]",1–3 min,none,soaked,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000305""]",C,candidate
st_rst000306,ds_porridge_millet_groats_medium_onion,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""fd_millet_groats"", ""fd_water_well""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000306""]",C,candidate
st_rst000307,ds_porridge_millet_groats_medium_onion,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""fd_millet_groats"", ""fd_water_well""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000307""]",C,candidate
st_rst000308,ds_porridge_millet_groats_medium_onion,6,Добавить компонент: Лук репчатый; количество зависит от достатка и доступности.,"[""fd_onion""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000308""]",C,candidate
st_rst000309,ds_porridge_millet_groats_medium_onion,7,Добавить луком и довести до готового состояния.,"[""fd_millet_groats""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000309""]",C,candidate
st_rst000310,ds_porridge_rye_groats_medium_milk,1,Перебрать сырьё и удалить явные примеси.,"[""fd_rye_groats""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000310""]",C,candidate
st_rst000311,ds_porridge_rye_groats_medium_milk,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""fd_rye_groats""]",[],"[""POT0021""]",1–5 min,none,washed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000311""]",C,candidate
st_rst000312,ds_porridge_rye_groats_medium_milk,3,Залить водой в керамическом сосуде.,"[""fd_rye_groats"", ""fd_water_well""]",[],"[""POT0021""]",1–3 min,none,soaked,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000312""]",C,candidate
st_rst000313,ds_porridge_rye_groats_medium_milk,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""fd_rye_groats"", ""fd_water_well""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000313""]",C,candidate
st_rst000314,ds_porridge_rye_groats_medium_milk,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""fd_rye_groats"", ""fd_water_well""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000314""]",C,candidate
st_rst000315,ds_porridge_rye_groats_medium_milk,6,Добавить компонент: Коровье молоко; количество зависит от достатка и доступности.,"[""fd_milk_cow""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000315""]",C,candidate
st_rst000316,ds_porridge_rye_groats_medium_milk,7,Добавить молоком и довести до готового состояния.,"[""fd_rye_groats""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000316""]",C,candidate
